BMW S1000RR;9.000;2011;3500 km;17367809;https://www.avto.net//Ads/details.asp?id=17367809&display=BMW%20S1000RR
BMW s1000rr;8.400;2010;56000 km;17238810;https://www.avto.net//Ads/details.asp?id=17238810&display=BMW%20s1000rr
BMW S1000RR;8.800;2010;18835 km;17153512;https://www.avto.net//Ads/details.asp?id=17153512&display=BMW%20S1000RR
